src,mt,labse_score,type,source_file,line_idx,comet_score
"“My wife thinks it’s stupid keeping the office this way,” Terrance says, as Jerry picks up a small, plushy King Kong he bought from the Empire State Building.",「我妻子覺得在寫作房裡擺這些東西有點兒蠢。」見傑瑞拿起一個小巧精緻的金剛模型（這是他在美國紐約帝國大廈買的），特倫斯說道。,0.7622359395027161,1:2,aligned_ch12.jsonl,171,0.7832765579223633
"It was an option you were already in the process of taking, and perhaps she sensed that.",你也做出了選擇，也許她也感覺到這一點。,0.7538172006607056,1:1,aligned_ch26.jsonl,42,0.7832906246185303
"It’s all there for the world to see, 4,112 hits now, and the human race, well now, they sure do love a good show, don’t they?",現在，這裏發生的一切全世界都能看到了，點擊量已經到達4112次。人類啊，人類都希望看一出免費的好戲，不是嗎？,0.7377160787582397,1:2,aligned_ch20.jsonl,71,0.7833190560340881
No matter.,不管它了。,0.836539626121521,1:1,aligned_ch3.jsonl,61,0.7833294868469238
"I’ve spent all morning thinking about it, and this is what I’ve come up with—nothing.",我已經花了一上午時間用來思考這件事，但什麼也沒有。,0.7546076774597168,1:1,aligned_ch32.jsonl,4,0.7833874821662903
"“Not directly, no,” Jerry says.",「沒有直接責任，沒有。」傑瑞說。,0.8690510988235474,1:2,aligned_ch32.jsonl,100,0.7833877801895142
"She gave you a lift back to your house, but she swung by her house too.",她開車送你回家，但她又順便拐到她家去了。,0.8242743015289307,1:1,aligned_ch18.jsonl,136,0.7835025787353516
They shake hands.,他們握了握手。,0.8681366443634033,1:1,aligned_ch10.jsonl,67,0.783586323261261
"“I made the national side back in my day, so don’t think I don’t know how to use it.”",「我剛從國家隊效力回來，所以不要以為我不知道怎麼用。」,0.7285289168357849,1:1,aligned_ch27.jsonl,226,0.7836173176765442
"He wants to add more, but he’s frightened anything else may push her back from the decision he needs her to make.",他想再說什麼，但又怕會讓她放棄他希望她所做出的決定。,0.7404184937477112,1:1,aligned_ch11.jsonl,108,0.7836261987686157
"“If they’re parking outside, then they’re getting somebody else to take care of the warrant,” he says, keeping his voice low.",「如果他們把車停在外面，那可能會讓別人去取搜查令。」他壓低聲音說。,0.8006824254989624,1:2,aligned_ch26.jsonl,113,0.7836366295814514
"Eva has to sign something and then speaks to the officer again while Jerry stares at one of the walls where there’s a flyer for the police rugby team that has six names on it, the last one being Uncle Bad Touch.",伊娃在一些文件上簽字，然後又和警察商談起來。傑瑞盯著一面牆，上面有個警局橄欖球隊的宣傳欄，寫著六個名字，最後一位是「痞子大叔」。,0.7292530536651611,1:2,aligned_ch1.jsonl,53,0.7836788892745972
"It’s possible he wrote something that would help him understand all of this, which just confirms his theory that he needs to get hold of it, but it also suggests something else.",他可能寫了一些東西，這將有助於他弄清楚真相，證實他的想法，他需要找到它，但也許它還會提供另一種答案。,0.780515193939209,1:1,aligned_ch31.jsonl,46,0.783703088760376
"“Until I get better,” Jerry says.",「等我康復這裏就不是我的家了。」傑瑞說。,0.7030373811721802,1:2,aligned_ch4.jsonl,71,0.7837918996810913
"Now, some of you may know that I’m a crime writer, and that’s a very different beast from being a stand-up comic, which means I may not be able to make everybody laugh, but, Eva, what I can do if you ever need it is give you the perfect alibi.",「嗯，有些人可能知道，我是個犯罪小說家，和喜劇小說作家不同，我可能是一隻與眾不同的野獸，這意味著我不能讓每個人都開懷大笑，但是，伊娃，如果你需要的話，我也可以給你完美的不在場證明。」,0.835334300994873,1:1,aligned_ch20.jsonl,80,0.7838732004165649
"A quick look around the room doesn’t reveal one, which must mean he’s left everything down in reception.",他快速地掃了一眼房間，卻沒有看到，這意味著他應該是把所有的東西都落在接待處了。,0.764377236366272,1:1,aligned_ch3.jsonl,65,0.7839151620864868
"He unscrews the lid and breaths in the aroma, the smell a brief visit to his old life.",他擰開蓋子，嗅著酒香，像是在回味原先的生活。,0.7061246037483215,1:1,aligned_ch33.jsonl,121,0.7839217782020569
“As ready as I’ll ever be.”,「準備好了。」,0.7204564809799194,1:1,aligned_ch28.jsonl,87,0.7839559316635132
And she’s dead. And that makes you an accomplice.”,她已經死了，而你是幫凶。」,0.8037243485450745,2:1,aligned_ch19.jsonl,177,0.784008264541626
“Anything but go to the police.”,「做什麼都可以，但就是不報警。」,0.6864528656005859,1:1,aligned_ch15.jsonl,138,0.7840085625648499
"“When the police come knocking on my door,” Hans says, “and they will, I’m going to—”",「要是警察來敲我的門……」漢斯說，「他們會的，我會——」,0.8885716199874878,1:1,aligned_ch22.jsonl,72,0.7840398550033569
“Laura Hunt was twenty-five. She has the same sort of description as Belinda Murray.,「勞拉·亨特二十五歲，對她的描述與貝琳達·穆雷相同。,0.8796566724777222,2:1,aligned_ch19.jsonl,137,0.7840479612350464
It’s research.,這就是研究，這就是調查。,0.8670512437820435,1:1,aligned_ch22.jsonl,117,0.7840747833251953
"They were her words, her back still to you.",是她在說話，可她還是背對著你。,0.6929665803909302,1:1,aligned_ch25.jsonl,39,0.78409343957901
"“Okay, so let’s keep that as a possibility. But I want you to consider something else. I want you to think about where else you could have hidden it.",「好吧，咱們權當有這種可能性，但我也希望你考慮一下別的可能性，比如我希望你想一想你還有可能把它放在哪裡。,0.8710013628005981,3:1,aligned_ch22.jsonl,81,0.7841362953186035
Behind them a bus comes through early on a red light and almost hits a cyclist.,在他們身後，一輛公共汽車闖了紅燈，差一點兒蹭到一個騎自行車的人。,0.7818267345428467,1:1,aligned_ch19.jsonl,87,0.7841547131538391
It’s in there somewhere.,它就在房子里的某處。,0.7954092025756836,1:1,aligned_ch27.jsonl,256,0.7842639684677124
"Please, sit down with me, she said, and when you didn’t move, she held her hand out towards you.",「來，坐到我身邊。」她說。你沒有動，她把手伸向了你：「求求你了，傑瑞。」,0.7287743091583252,1:3,aligned_ch27.jsonl,23,0.7842808365821838
"he says, and he slams his hand down on the table.",他說著，猛地抬手拍桌子。,0.7407566905021667,1:1,aligned_ch0.jsonl,111,0.7843091487884521
"You had even forgotten about Counselor Beverly, who spoke to you about the stages of grief.",你甚至忘記了心理諮詢師貝弗莉，她跟你說過憂鬱症的幾個階段的問題。,0.8017936944961548,1:1,aligned_ch29.jsonl,23,0.7843598127365112
"You’ve been measured up, and the suit will be ready in another week. It’ll look great at the wedding, and great in your coffin too.",他們給你量了尺寸，西裝將在下個星期做好，到時候在婚禮上會非常搶眼，穿著它到棺材里長眠也不錯。,0.7989746332168579,2:1,aligned_ch13.jsonl,27,0.7843656539916992
"Good news—you found the journal, and you’ve got another week’s worth of gin.",好消息：你找到日記了，松子酒夠你喝一個星期的。,0.7409864068031311,1:1,aligned_ch15.jsonl,60,0.7844128608703613
"He’ll find the journal and he’ll solve the puzzle and then they’ll let him go because he can show them he’s not a killer at all, that something else is going on here, and once he shows them they’ll have to let him live back in his house and he’ll be allowed to have the life back they’ve taken from him.",他會找到那本日記的，日記會解開這一謎團，這樣他們就會放他走，因為他可以向他們證明他根本不是殺人兇手，證明家裡曾發生過的一切跟他無關。一旦真相水落石出了，他們會讓他回家的，恢復曾被剝奪的生活。,0.8156409859657288,1:2,aligned_ch13.jsonl,108,0.7845543026924133
"He would sit in his office and he would use Henry Cutter as an alias, but he didn’t think he was Henry Cutter.",他想象著自己坐在寫作房裡，用亨利·卡特作為筆名，但他並不認為自己是亨利·卡特。,0.8155399560928345,1:1,aligned_ch25.jsonl,96,0.7845773696899414
"I’ve been thinking of Madness Diary, but that doesn’t quite fit.",我想過用「狂人日記」，但也不太適合。,0.7915439605712891,1:1,aligned_ch37.jsonl,22,0.7846935987472534
Hans steps where Jerry steps. The furniture makes black holes in the living room.,漢斯跟著傑瑞向前走，客廳里的傢具如同一個個黑洞。,0.7739056348800659,2:1,aligned_ch33.jsonl,105,0.784837007522583
"But what about Suzan with a z, Sandra, and the florist?",但蘇姍、桑德拉和花店老闆又是怎麼回事呢？,0.8126688599586487,1:1,aligned_ch33.jsonl,153,0.7848447561264038
They don’t know the layout of the place.,他們來到了一樓，還不知道該向哪裡走，因為他們根本不知道這個地方的布局如何。,0.6562311053276062,1:1,aligned_ch30.jsonl,28,0.7849434614181519
“Paperwork?,「手續？,0.8223516941070557,1:1,aligned_ch1.jsonl,98,0.7849459648132324
"The song is called “The Broken Man,” and is about a guy who breaks the hearts of every woman who falls in love with him, until one day his own heart is broken by the woman he can never have because she’s already married.",歌名叫《心碎的男人》，歌詞講述了一個多情的浪子傷透了每個愛上他的女人，直到有一天，他卻因一個女人傷透了心，因為她已嫁作人婦，他再也得不到她了。,0.8016544580459595,1:1,aligned_ch6.jsonl,61,0.7849632501602173
"I get to carry on with my life, and this shitty existence of yours gets to come to an end.",我繼續我的生活，而你的生命就已經結束了。,0.7810328602790833,1:1,aligned_ch35.jsonl,129,0.7850078344345093
"You walked to the corner store, which is a little short of a mile away, and you bought a pack.",你走到只有一公里遠的街角商店買了一包香煙。,0.7031282782554626,1:1,aligned_ch16.jsonl,8,0.7850737571716309
"You couldn’t remember the trip to the house, but you could remember being there, the tea and the chatting and then Sandra coming and picking you up.",你不記得是怎樣到她家的，但你能記得去過那裡，記得在那裡喝茶聊天，後來，桑德拉去接你。,0.7997857928276062,1:1,aligned_ch27.jsonl,37,0.7851057052612305
"He sips at it, and looks at the man against the wall, the man who is staring at Jerry impassively, as if he’d rather be getting shot in the line of duty than listening to a man telling his tales.",他抿了一口，抬眼看著倚靠在牆上的男警察，男警察正面無表情地盯著傑瑞，看上去像是寧可在執行任務時被人開槍打死，也不願聽他在這裏啰啰唆唆。,0.7619237899780273,1:1,aligned_ch0.jsonl,29,0.7851207256317139
"There were family members you hadn’t seen in a while, mostly from Sandra’s side, her sister the gossip who has been married herself three times, a couple of cousins and an aunt and uncle you couldn’t remember from your side, a lot of Rick’s friends and family you’d never met, and a lot of Eva’s friends, some you’ve known since she was a kid.",有些親戚你有一段時間沒見了，大多是桑德拉的娘家人，她妹妹是個愛說長道短的八婆，結過三次婚。她還有兩個表兄弟，一個姑媽和一個叔叔，你都不記得他們了；還有瑞克的家人和朋友，你從來沒見過他們；還有伊娃的朋友，有些是她小時候你就認識的。,0.8466684818267822,1:2,aligned_ch20.jsonl,37,0.785144031047821
